Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual elapsed time (Minutes)
"DL","01/06/2020","1536","N303DN","MSP","09:03","158"
"DL","01/06/2020","1537","N339NW","MOB","20:04","72"
"DL","01/06/2020","1538","N996AT","CAE","21:46","47"
"DL","01/06/2020","1541","N969DL","PNS","12:36","63"
"DL","01/06/2020","1546","N303DQ","EYW","11:55","105"
"DL","01/06/2020","1547","N695DL","DEN","09:55","202"
"DL","01/06/2020","1548","N899AT","PNS","19:40","65"
"DL","01/06/2020","1552","N938AT","GSO","12:52","74"
"DL","01/06/2020","1564","N667DN","SNA","11:43","277"
"DL","01/06/2020","1572","N826DN","TPA","07:28","77"
"DL","01/06/2020","1577","N934AT","HOU","21:25","139"
"DL","01/06/2020","1583","N925DN","IAH","20:05","128"
"DL","01/06/2020","1584","N923DN","ROC","15:06","113"
"DL","01/06/2020","1585","N584NW","MCO","22:40","82"
"DL","01/06/2020","1586","N394DX","LGA","13:30","126"
"DL","01/06/2020","1588","N917DN","IAH","17:47","139"
"DL","01/06/2020","1591","N950AT","BHM","10:25","48"
"DL","01/06/2020","1599","N901DE","PIT","11:07","86"
"DL","01/06/2020","1607","N908DE","CHS","19:21","66"
"DL","01/06/2020","1609","N927AT","CLT","17:06","65"
"DL","01/06/2020","1612","N905DL","ORD","15:05","122"
"DL","01/06/2020","1613","N3754A","PIT","15:00","93"
"DL","01/06/2020","1616","N920DE","SDF","13:52","71"
"DL","01/06/2020","1619","N998AT","CHA","15:01","45"
"DL","01/06/2020","1624","N325DN","MSP","16:43","158"
"DL","01/06/2020","1625","N924DN","BWI","19:53","95"
"DL","01/06/2020","1628","N822DN","PBI","15:49","95"
"DL","01/06/2020","1630","N324DX","SAT","21:30","168"
"DL","01/06/2020","1638","N998DL","HOU","08:25","124"
"DL","01/06/2020","1641","N963DN","SAT","08:22","147"
"DL","01/06/2020","1642","N900PC","JAX","14:48","56"
"DL","01/06/2020","1643","N699DL","JAX","13:44","61"
"DL","01/06/2020","1654","N902DN","PBI","21:53","100"
"DL","01/06/2020","1657","N968DL","OMA","16:04","144"
"DL","01/06/2020","1659","N950AT","JAN","20:06","76"
"DL","01/06/2020","1661","N837DN","PHL","15:04","117"
"DL","01/06/2020","1663","N912DN","MKE","16:42","111"
"DL","01/06/2020","1666","N385DZ","RDU","14:13","77"
"DL","01/06/2020","1671","N370DN","DFW","08:56","137"
"DL","01/06/2020","1675","N909DE","GSO","19:33","64"
"DL","01/06/2020","1676","N851DN","BNA","13:53","59"
"DL","01/06/2020","1681","N381DZ","BOS","06:00","146"
"DL","01/06/2020","1682","N306DN","LAS","21:30","293"
"DL","01/06/2020","1684","N916DL","STL","14:15","100"
"DL","01/06/2020","1685","N927DN","MEM","09:31","74"
"DL","01/06/2020","1688","N910AT","CLT","07:30","53"
"DL","01/06/2020","1690","N994DL","BDL","14:17","118"
"DL","01/06/2020","1692","N591NW","SAN","08:11","283"
"DL","01/06/2020","1696","N906DE","BDL","09:55","128"
"DL","01/06/2020","1697","N920AT","CLT","19:55","69"
"DL","01/06/2020","1700","N824DN","SMF","09:12","326"
"DL","01/06/2020","1712","N936AT","AGS","21:27","53"
"DL","01/06/2020","1720","N883DN","MCI","22:45","122"
"DL","01/06/2020","1723","N913DL","SRQ","09:50","95"
"DL","01/06/2020","1727","N915DN","RIC","15:59","84"
"DL","01/06/2020","1732","N676DL","RSW","11:06","94"
"DL","01/06/2020","1733","N989DN","ECP","11:12","65"
